iter	RMSE
447	0.1622875314
448	0.1619849452
449	0.161686405
450	0.1614120559
451	0.1611780004
452	0.1609066056
453	0.1606325534
454	0.1603652943
455	0.1601146313
456	0.1598637002
457	0.1595231858
458	0.1592409295
459	0.1590227869
460	0.1586843466
461	0.1584385591
462	0.1581629517
463	0.1578658333
464	0.1575741712
465	0.1573444006
466	0.1570786859
467	0.1568151876
468	0.1565851878
469	0.1563674253
470	0.1560624626
471	0.1558133569
472	0.1555159018
473	0.1552862829
474	0.1550088219
475	0.1547617472
476	0.1544454759
477	0.1542358604
478	0.1539632955
479	0.1537119
480	0.1534820487
481	0.1531964007
482	0.1529279897
483	0.1527015539
484	0.152439257
485	0.1522021035
486	0.1519740787
487	0.1517494897
488	0.1515717278
489	0.1513541129
490	0.1511658054
491	0.1508497476
492	0.1505729873
493	0.1504215156
494	0.1501683696
495	0.1499279313
496	0.149683218
497	0.1494554397
498	0.1491859595
499	0.1490091173
500	0.1487906741
501	0.1484967982
502	0.1482182471
503	0.1480074936
504	0.1477269919
505	0.1474503286
506	0.1472690366
507	0.1470716008
508	0.1469127341
509	0.1466860644
510	0.1464780193
511	0.1462851367
512	0.1460797083
513	0.1458812763
514	0.1456541354
515	0.145508659
516	0.1452690355
517	0.1450967518
518	0.1448506295
519	0.1445631616
520	0.1443160363
521	0.1440648907
522	0.1438571411
523	0.143652107
524	0.1434254307
525	0.1432126464
526	0.1430391124
527	0.1428512725
528	0.1426636732
529	0.1424878653
530	0.1422936323
531	0.1420250433
532	0.1417819955
533	0.1416002932
534	0.1414250769
535	0.1411775506
536	0.1409775965
537	0.1407633953
538	0.1405547595
539	0.1403359238
540	0.1401649929
541	0.1400157912
542	0.1398179543
543	0.1395767251
544	0.1394111576
545	0.1391556338
546	0.1389835708
547	0.1388169203
548	0.1386018266
549	0.1384376448
550	0.1382535212
551	0.1380295919
552	0.1378749566
553	0.1376557575
554	0.1374915844
555	0.1373344073
556	0.137177334
557	0.1370122824
558	0.1368657464
559	0.1366580255
560	0.1365069344
561	0.1363394748
562	0.1361332303
563	0.1360187476
564	0.1358450544
565	0.1356189302
566	0.1353723138
567	0.135168123
568	0.1349901121
569	0.1348062472
570	0.1346656852
571	0.1344771036
572	0.1342724445
573	0.1340460005
574	0.1339034938
575	0.1337343948
576	0.1335564078
577	0.1333828578
578	0.1332086897
579	0.1329867718
580	0.1328132998
581	0.1327065499
582	0.1325374643
583	0.1323658351
584	0.1322369932
585	0.1320476254
586	0.1318309383
587	0.1316484322
588	0.1314909823
589	0.1313114915
590	0.1311790546
591	0.13097953
592	0.1308274193
593	0.1306300671
594	0.1304570436
595	0.1302535725
596	0.1300845812
597	0.1299531557
598	0.1297794353
599	0.1296400598
600	0.1294505654
601	0.1293066084
602	0.1291751025
603	0.1289618052
604	0.1287522529
605	0.1285330083
606	0.1283833585
607	0.1282201439
608	0.1281074997
609	0.1279422859
610	0.1277748319
611	0.1275379463
612	0.1274143411
613	0.1272365189
614	0.1270776696
615	0.1269237533
616	0.1267510199
617	0.1265849337
618	0.1264142749
619	0.126266467
620	0.1261136256
621	0.1259645867
622	0.1258020797
623	0.125617131
624	0.1254746164
625	0.1253036897
626	0.1251735957
627	0.1250192475
628	0.1248998602
629	0.1247582562
630	0.1245682768
631	0.1244499587
632	0.1242972387
633	0.1241231366
634	0.1239692982
635	0.1238314217
636	0.1236980631
637	0.1235098738
638	0.1233755119
639	0.1232056973
640	0.1230266172
641	0.1228573642
642	0.1227241415
643	0.1225951414
644	0.1224330234
645	0.122330599
646	0.1222264573
647	0.1220727907
648	0.1218923081
649	0.1217642116
650	0.1216703079
651	0.1215112172
652	0.1213559017
653	0.1212001599
654	0.1210996501
655	0.1210019226
656	0.1208371566
657	0.1206541579
658	0.1205331886
659	0.1203957623
660	0.120235788
661	0.1201059052
662	0.1199330412
663	0.1197480937
664	0.1196030847
665	0.1194568593
666	0.119321462
667	0.1191933665
668	0.1190711274
669	0.1189397624
670	0.118778604
671	0.1186464631
672	0.1185388644
673	0.1183801602
674	0.1182418026
675	0.118138527
676	0.1179734223
677	0.1178337054
678	0.1176951852
679	0.1175030511
680	0.1173445377
681	0.1172008623
682	0.1170226437
683	0.1168943185
684	0.1167498228
685	0.1165925664
686	0.1164389247
687	0.1162988083
688	0.1161680061
689	0.1160287413
690	0.1159309759
691	0.1158171349
692	0.11567914
693	0.1155551784
694	0.1154181847
695	0.1152724849
696	0.1151219377
697	0.1149888523
698	0.1148647099
699	0.1147285996
700	0.114624334
701	0.1144802523
702	0.1143081128
703	0.1141533844
704	0.1140073209
705	0.1138469664
706	0.113694233
707	0.1135876427
708	0.1134830375
709	0.1133730622
710	0.1132795035
711	0.1131588593
712	0.1130017387
713	0.1128472096
714	0.1126781033
715	0.1125346556
716	0.1124075617
717	0.1122787997
718	0.1121748635
719	0.1120159328
720	0.1118826891
721	0.111787758
722	0.1116606457
723	0.1114980114
724	0.111355198
725	0.111286393
726	0.1111519174
727	0.1110300941
728	0.1109325979
729	0.1107799764
730	0.1106034771
731	0.1104970223
732	0.1103591648
733	0.1102567929
734	0.1101585229
735	0.1100329798
736	0.1098828564
737	0.1097744622
738	0.1096722142
739	0.1095579043
740	0.1094457178
741	0.1093121093
742	0.1091948774
743	0.1090611349
744	0.1089435343
745	0.1088249698
746	0.1087198702
747	0.1086246563
748	0.1085265482
749	0.1084025414
750	0.108263875
751	0.1081134948
752	0.107967001
753	0.1078451653
754	0.1077052702
755	0.107557042
756	0.1074136938
757	0.1072930151
758	0.1071737492
759	0.1070890105
760	0.1069498199
761	0.1068263946
762	0.1067097261
763	0.106574976
764	0.1064784866
765	0.1063663091
766	0.1062943229
767	0.1062365884
768	0.1061335334
769	0.1060257006
770	0.1058916021
771	0.105773778
772	0.105687747
773	0.1055890162
774	0.105535208
775	0.1054511082
776	0.1053227145
777	0.1051888354
778	0.1051035049
779	0.1049702748
780	0.1048424402
781	0.104720733
782	0.1046245642
783	0.1045180536
784	0.1043963576
785	0.1043104507
786	0.1041662178
787	0.1040652083
788	0.1039527122
789	0.1038340205
790	0.1037332799
791	0.1036386794
792	0.1035572303
793	0.1034780628
794	0.1033992577
795	0.103331218
796	0.1032208522
797	0.1030985304
798	0.1030293135
799	0.102956511
800	0.1028256233
801	0.1026701501
802	0.1026042432
803	0.1025231047
804	0.1024359814
805	0.1023368909
806	0.1022091697
807	0.1020892081
808	0.1019872999
809	0.101888714
810	0.1017791413
811	0.1016815842
812	0.1015997818
813	0.101492689
814	0.1013931875
815	0.1013057488
816	0.1011915017
817	0.1010529213
818	0.1009648398
819	0.1009062803
820	0.1008090766
821	0.1007404948
822	0.1006359507
823	0.1005220837
824	0.1003995219
825	0.1002830285
826	0.1001812349
827	0.1001014775
828	0.1000282992
829	0.09992239139
830	0.09981673237
831	0.09974750266
832	0.09968276722
833	0.09960043503
834	0.0995129023
835	0.09939481744
836	0.09933315837
837	0.09921613477
838	0.0991289965
839	0.09901353394
840	0.09896660711
841	0.098886911
842	0.0987932751
843	0.09865407265
844	0.09857320472
845	0.098470492
846	0.09835806434
847	0.09829286353
848	0.09819481216
849	0.09809560039
850	0.09800804053
851	0.09796869276
852	0.09790148953
853	0.0977932425
854	0.09767174946
855	0.0976015408
856	0.09752413444
857	0.09744635951
858	0.09736923027
859	0.09724966641
860	0.09713710319
861	0.0970368714
862	0.09695886814
863	0.09688065413
864	0.09676429662
865	0.09663526973
866	0.09655064686
867	0.09645618801
868	0.0963648741
869	0.09627020174
870	0.09619491057
871	0.09611014475
872	0.09599545683
873	0.09593308677
874	0.09584438907
875	0.09576998033
876	0.09565700742
877	0.09558817693
878	0.0954891362
879	0.09542157341
880	0.09537316015
881	0.09525400233
882	0.09514625528
883	0.09503587972
884	0.09492953053
885	0.09487867306
886	0.09479417839
887	0.09469072911
888	0.09456525848
889	0.09448306751
890	0.09441248983
891	0.09434048674
892	0.09426509641
893	0.09417199552
894	0.09407901327
895	0.0939662231
896	0.09388155439
897	0.09378198977
898	0.09371113121
899	0.09363314413
900	0.09357617334
901	0.09352527163
902	0.09342872316
903	0.09331841793
904	0.09321836684
905	0.09313391185
906	0.09303019892
907	0.09293965392
908	0.09284918705
909	0.09276899756
910	0.09270072784
911	0.09263943681
912	0.09255622016
913	0.09250151902
914	0.09238326962
915	0.09232684207
916	0.09222181677
917	0.09213630289
918	0.09208596003
919	0.09201198437
920	0.09190890237
921	0.0918336308
922	0.09173828872
923	0.09164577477
924	0.09153564563
925	0.09144922655
926	0.09137270885
927	0.0912816353
928	0.09123134927
929	0.09113579965
930	0.09106750445
931	0.09095595474
932	0.09085307506
933	0.09077080602
934	0.09070565602
935	0.09061986642
936	0.09054190731
937	0.09045835552
938	0.09035801024
939	0.09029365569
940	0.09021994197
941	0.09016119176
942	0.09010678986
943	0.0900136878
944	0.08990992652
945	0.08985270502
946	0.08976625201
947	0.08967419213
948	0.08956563071
949	0.08953807238
950	0.08946012522
951	0.08936863478
952	0.08926009247
953	0.08922038304
954	0.08914265714
955	0.0890578525
956	0.08898337621
957	0.08887643574
958	0.08879520253
959	0.08875016466
960	0.08868967087
961	0.08863404131
962	0.08854973009
963	0.08844619299
964	0.08834734742
965	0.08829735759
966	0.0882528037
967	0.08813486141
968	0.08802979706
969	0.08792557168
970	0.08786508545
971	0.08780510193
972	0.08777138771
973	0.08769343064
974	0.08763126334
975	0.08753145502
976	0.08744162762
977	0.08735939891
978	0.08727520491
979	0.08720861368
980	0.08710107565
981	0.08699582772
982	0.08694442996
983	0.08688137286
984	0.08683701814
985	0.08677260837
986	0.08669373682
987	0.08664242392
988	0.08660479039
989	0.08651873374
990	0.0864723415
991	0.08638727529
992	0.08634412705
993	0.08628429529
994	0.08622165745
995	0.08611862116
996	0.08604021889
997	0.08594657908
998	0.08587373523
999	0.08583386806
